batch_id,task_type,attempt_id,attempt_index,input_mode,llm_called,llm_model,latency_ms,valid_json,schema_valid,semantic_valid,repair_applied,error_type,raw_response_path
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0020,1,llm,True,MiniMax-M2.7-highspeed,4923,False,False,False,False,JSONDecodeError,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_a_simple/attempt_0020/llm_metrics.json
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0020,2,llm,True,MiniMax-M2.7-highspeed,3434,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_a_simple/attempt_0020/llm_metrics.json
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0021,1,llm,True,MiniMax-M2.7-highspeed,5590,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_a_simple/attempt_0021/llm_metrics.json
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0022,1,llm,True,MiniMax-M2.7-highspeed,25157,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_b_sequential/attempt_0022/llm_metrics.json
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0023,1,llm,True,MiniMax-M2.7-highspeed,6194,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_c_grouped/attempt_0023/llm_metrics.json
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0024,1,llm,True,MiniMax-M2.7-highspeed,83248,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_e_mixed/attempt_0024/llm_metrics.json
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0025,1,llm,True,MiniMax-M2.7-highspeed,3531,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_d_dense/attempt_0025/llm_metrics.json
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0026,1,llm,True,MiniMax-M2.7-highspeed,6258,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_c_grouped/attempt_0026/llm_metrics.json
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0027,1,llm,True,MiniMax-M2.7-highspeed,7516,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_b_sequential/attempt_0027/llm_metrics.json
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0028,1,llm,True,MiniMax-M2.7-highspeed,5300,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_d_dense/attempt_0028/llm_metrics.json
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0029,1,llm,True,MiniMax-M2.7-highspeed,3358,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_a_simple/attempt_0029/llm_metrics.json
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0030,1,llm,True,MiniMax-M2.7-highspeed,19009,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_e_mixed/attempt_0030/llm_metrics.json
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0031,1,llm,True,MiniMax-M2.7-highspeed,3717,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_d_dense/attempt_0031/llm_metrics.json
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0032,1,llm,True,MiniMax-M2.7-highspeed,4150,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_a_simple/attempt_0032/llm_metrics.json
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0033,1,llm,True,MiniMax-M2.7-highspeed,3698,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_c_grouped/attempt_0033/llm_metrics.json
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0034,1,llm,True,MiniMax-M2.7-highspeed,57717,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_e_mixed/attempt_0034/llm_metrics.json
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0035,1,llm,True,MiniMax-M2.7-highspeed,82125,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_b_sequential/attempt_0035/llm_metrics.json
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0036,1,llm,True,MiniMax-M2.7-highspeed,7656,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_c_grouped/attempt_0036/llm_metrics.json
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0037,1,llm,True,MiniMax-M2.7-highspeed,33571,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_e_mixed/attempt_0037/llm_metrics.json
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0038,1,llm,True,MiniMax-M2.7-highspeed,64928,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_d_dense/attempt_0038/llm_metrics.json
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0039,1,llm,True,MiniMax-M2.7-highspeed,21916,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_b_sequential/attempt_0039/llm_metrics.json
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0040,1,llm,True,MiniMax-M2.7-highspeed,3669,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_a_simple/attempt_0040/llm_metrics.json
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0041,1,llm,True,MiniMax-M2.7-highspeed,37822,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_b_sequential/attempt_0041/llm_metrics.json
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0042,1,llm,True,MiniMax-M2.7-highspeed,5249,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_c_grouped/attempt_0042/llm_metrics.json
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0043,1,llm,True,MiniMax-M2.7-highspeed,3568,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_d_dense/attempt_0043/llm_metrics.json
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0044,1,llm,True,MiniMax-M2.7-highspeed,12930,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_e_mixed/attempt_0044/llm_metrics.json
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0045,1,llm,True,MiniMax-M2.7-highspeed,3748,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_a_simple/attempt_0045/llm_metrics.json
exp10-formal-v2-gated-20260803,task_c_grouped,attempt_0046,1,llm,True,MiniMax-M2.7-highspeed,5927,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_c_grouped/attempt_0046/llm_metrics.json
exp10-formal-v2-gated-20260803,task_d_dense,attempt_0047,1,llm,True,MiniMax-M2.7-highspeed,10784,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_d_dense/attempt_0047/llm_metrics.json
exp10-formal-v2-gated-20260803,task_b_sequential,attempt_0048,1,llm,True,MiniMax-M2.7-highspeed,8392,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_b_sequential/attempt_0048/llm_metrics.json
exp10-formal-v2-gated-20260803,task_a_simple,attempt_0049,1,llm,True,MiniMax-M2.7-highspeed,3607,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_a_simple/attempt_0049/llm_metrics.json
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0050,1,llm,True,MiniMax-M2.7-highspeed,36547,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_e_mixed/attempt_0050/llm_metrics.json
exp10-formal-v2-gated-20260803,task_e_mixed,attempt_0051,1,llm,True,MiniMax-M2.7-highspeed,13405,True,True,True,True,,/home/yihuang/learning/LLM_swarm_ws/src/LLM-UAVswarm-performance/experiments/results/experiments_10/exp10-formal-v2-gated-20260803/raw/task_e_mixed/attempt_0051/llm_metrics.json
