phase,family,scenario,method,trial_count,mission_success_rate,mission_success_ci_low,mission_success_ci_high,minimum_inter_agent_distance_n_valid,minimum_inter_agent_distance_mean,minimum_inter_agent_distance_std,minimum_inter_agent_distance_median,minimum_inter_agent_distance_q1,minimum_inter_agent_distance_q3,minimum_inter_agent_distance_ci_low,minimum_inter_agent_distance_ci_high,violation_event_count_n_valid,violation_event_count_mean,violation_event_count_std,violation_event_count_median,violation_event_count_q1,violation_event_count_q3,violation_event_count_ci_low,violation_event_count_ci_high,risk_exposure_time_n_valid,risk_exposure_time_mean,risk_exposure_time_std,risk_exposure_time_median,risk_exposure_time_q1,risk_exposure_time_q3,risk_exposure_time_ci_low,risk_exposure_time_ci_high,risk_integral_n_valid,risk_integral_mean,risk_integral_std,risk_integral_median,risk_integral_q1,risk_integral_q3,risk_integral_ci_low,risk_integral_ci_high,mean_trajectory_deviation_n_valid,mean_trajectory_deviation_mean,mean_trajectory_deviation_std,mean_trajectory_deviation_median,mean_trajectory_deviation_q1,mean_trajectory_deviation_q3,mean_trajectory_deviation_ci_low,mean_trajectory_deviation_ci_high,recovery_time_n_valid,recovery_time_mean,recovery_time_std,recovery_time_median,recovery_time_q1,recovery_time_q3,recovery_time_ci_low,recovery_time_ci_high,iapf_activation_ratio_n_valid,iapf_activation_ratio_mean,iapf_activation_ratio_std,iapf_activation_ratio_median,iapf_activation_ratio_q1,iapf_activation_ratio_q3,iapf_activation_ratio_ci_low,iapf_activation_ratio_ci_high,activation_event_count_n_valid,activation_event_count_mean,activation_event_count_std,activation_event_count_median,activation_event_count_q1,activation_event_count_q3,activation_event_count_ci_low,activation_event_count_ci_high,unnecessary_intervention_rate_n_valid,unnecessary_intervention_rate_mean,unnecessary_intervention_rate_std,unnecessary_intervention_rate_median,unnecessary_intervention_rate_q1,unnecessary_intervention_rate_q3,unnecessary_intervention_rate_ci_low,unnecessary_intervention_rate_ci_high,intervention_latency_n_valid,intervention_latency_mean,intervention_latency_std,intervention_latency_median,intervention_latency_q1,intervention_latency_q3,intervention_latency_ci_low,intervention_latency_ci_high,completion_time_n_valid,completion_time_mean,completion_time_std,completion_time_median,completion_time_q1,completion_time_q3,completion_time_ci_low,completion_time_ci_high,path_length_ratio_n_valid,path_length_ratio_mean,path_length_ratio_std,path_length_ratio_median,path_length_ratio_q1,path_length_ratio_q3,path_length_ratio_ci_low,path_length_ratio_ci_high,final_formation_error_n_valid,final_formation_error_mean,final_formation_error_std,final_formation_error_median,final_formation_error_q1,final_formation_error_q3,final_formation_error_ci_low,final_formation_error_ci_high,mean_repulsion_norm_n_valid,mean_repulsion_norm_mean,mean_repulsion_norm_std,mean_repulsion_norm_median,mean_repulsion_norm_q1,mean_repulsion_norm_q3,mean_repulsion_norm_ci_low,mean_repulsion_norm_ci_high,max_repulsion_norm_n_valid,max_repulsion_norm_mean,max_repulsion_norm_std,max_repulsion_norm_median,max_repulsion_norm_q1,max_repulsion_norm_q3,max_repulsion_norm_ci_low,max_repulsion_norm_ci_high,integrated_squared_acceleration_n_valid,integrated_squared_acceleration_mean,integrated_squared_acceleration_std,integrated_squared_acceleration_median,integrated_squared_acceleration_q1,integrated_squared_acceleration_q3,integrated_squared_acceleration_ci_low,integrated_squared_acceleration_ci_high
fallback,fallback,dense_local_bias,IAPF_ON,10,0.9,0.5958499732047615,0.9821237869049271,10,1.074253038705594,0.013235338800598458,1.0718808956558263,1.0680781807021729,1.07961128304054,1.0660076717192604,1.0803212665769784,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.33693696828671976,0.043158517735392914,0.33159511953787063,0.3011696273404164,0.357359998549864,0.2928216437087691,0.36160249387693244,0,nan,nan,nan,nan,nan,nan,nan,10,0.02096769891016276,0.01585576989427343,0.0179970093680736,0.005916152892956375,0.0372094943682616,0.0059143637825298,0.037370604739457,10,2.0,0.0,2.0,2.0,2.0,2.0,2.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10.80778901576996,1.2510325772770314,10.40334141254425,10.30094075202942,10.553021728992462,10.279665470123293,10.605987429618835,10,1.311625634550092,0.049128667290862744,1.2933568975350345,1.2889181730536508,1.3098154219894158,1.2861933703555632,1.3150394324194923,10,0.152055578206638,0.0811158772145459,0.1346553582302087,0.09258421335948165,0.17460993759564758,0.0894425776862692,0.2151543468009761,10,2.2453910233559915,0.12413933854776009,2.24059978790245,2.19536056909981,2.2972911527743807,2.1897328631692474,2.3037560072652288,10,7.776700034077928,0.3977710517941937,7.747846521832016,7.642512535368465,7.992448596113823,7.633597676153153,7.992477823479088,10,0.671032351711131,0.053665477859226166,0.6879219370494476,0.6364244013113107,0.7101478634012574,0.6314184400399847,0.7142938820340946
fallback,fallback,group_crossing_hold,IAPF_OFF,10,1.0,0.7224672001371107,0.9999999999999999,10,1.2725894465751924,0.02571118725543179,1.2730386833619893,1.2564521215502171,1.2906845327812948,1.2544564384502532,1.293193346163991,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.9721971481053011,0.11488747650937008,0.9938999831782823,0.9725983913727543,1.046190974586263,0.9148308331620756,1.0522719499459692,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,10,11.248089408874511,4.98408351904824,9.460489273071289,8.37658703327179,10.612261056900026,8.36469030380249,12.618779063224792,10,1.0959249307634098,0.04815973582475931,1.0747360711197966,1.0700566627998962,1.0958424844508685,1.0689184623208146,1.1104735619471455,10,0.16823114732539626,0.08479338301646125,0.13348279005549885,0.11454293850387468,0.2571397572858462,0.1069974437754203,0.2740159885801959,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3.001794505283029,0.01823034724104329,3.004658656900172,2.9893631263932456,3.0164530563918253,2.9871955663505614,3.018499197429919
fallback,fallback,group_crossing_hold,IAPF_ON,10,1.0,0.7224672001371107,0.9999999999999999,10,1.2614957876113646,0.021371976431637792,1.2605017640072127,1.2505103991109119,1.2746750517883796,1.2472812429535851,1.2780680808743212,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.9777306213734416,0.12748553310471245,1.012624052788974,0.9722579059918399,1.0424886215532418,0.970235537732373,1.0439464334970237,10,6.266316080093384,5.8118833481138,4.516802668571472,3.742886960506439,5.302725434303284,3.737257480621338,5.360133409500122,10,0.08820094066622772,0.01809611076753949,0.09237204480802119,0.08769304522013355,0.09756850510531212,0.0875954369539866,0.0980192594698907,10,2.0,0.0,2.0,2.0,2.0,2.0,2.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,11.614994120597839,5.813792504132186,9.859462261199951,9.115543246269226,10.64628118276596,9.089788436889648,10.723442673683167,10,1.076179587646371,0.04916680873466466,1.060879610935432,1.0567384572864897,1.0656792875063896,1.0564154064771258,1.0688219328820996,10,0.14879040985728473,0.07664995752253491,0.15532343297582696,0.09383029865721985,0.17585863827408643,0.0778724935594228,0.21788265000294305,10,0.6138934357250528,0.08409200698647376,0.6094023633321622,0.5497747807987315,0.6620162562041835,0.5495246805494685,0.6651923326938495,10,3.351739645615319,0.39748248179353196,3.384351366351666,3.0468622953866062,3.5778243467672706,3.0257824583153345,3.581823589110915,10,3.1316934908734546,0.04226499971420941,3.1285406968717515,3.098751579795417,3.1445872852043766,3.0918019788734683,3.1466294307410854
fallback,fallback,staggered_crossing_delay,IAPF_OFF,10,0.4,0.16818032970623614,0.6873262302663417,10,0.561565308785126,0.270091891241616,0.5791016768744438,0.3625451671660439,0.7872656067734473,0.3264357874702523,0.7939737531065892,10,1.2,0.42163702135578396,1.0,1.0,1.0,1.0,1.5,10,2.2699978351593018,4.712991721474792,0.7749992609024048,0.6374993920326233,0.9249991178512573,0.5999994277954102,1.1999988555908203,10,0.5308897332706277,1.332433567825512,0.06589144735137406,0.01271594391034635,0.18348828353219632,0.01075886251016742,0.31806181857039395,10,1.544442579591903,1.5788507101363818,0.7680811084307904,0.6422990436691857,1.531511715500135,0.6052032141908055,2.2326257246317835,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,6,14.634916265805563,6.419507505094407,12.022402048110962,9.613255858421327,20.009651958942413,9.321438789367676,22.56090795993805,10,2.6072210263361955,1.9865434574462175,1.4821757482395463,1.3230976633886053,4.35111015497462,1.2922842667386234,5.293612492105983,10,1.386074764626383,2.2373882725524377,0.2929872961482052,0.2660074088373334,0.8311962590547433,0.25574919217478465,2.4998786112867792,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3.670065047098107,0.018161438127827157,3.673406375581928,3.6640608788067555,3.6807424951241887,3.6586090830031988,3.6835628780637863
fallback,fallback,staggered_crossing_delay,IAPF_ON,10,0.9,0.5958499732047615,0.9821237869049271,10,0.792175785008187,0.02991512669076662,0.7990873992130157,0.7627438228064528,0.8169977878888819,0.7614109378199418,0.8201889667533355,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0,10,0.4949995279312134,0.10124218710441729,0.5249994993209839,0.46249955892562866,0.549999475479126,0.4249995946884155,0.5749994516372681,10,0.01058259439072851,0.004952917483018726,0.0090754760032562,0.0065203389745764,0.014495043552192475,0.006110189098626,0.01539404946805955,10,0.7199709337288456,0.06560098203749777,0.7296373590877787,0.7109636541080477,0.7623986242223577,0.6693667490573088,0.7661996668450382,10,6.531145119667054,5.298663808027091,3.969094395637512,3.7047863602638245,5.464336276054382,3.699995517730713,9.819737672805786,10,0.1472230688840286,0.032441384221809075,0.16162618501487663,0.14943053404336265,0.16550626378043784,0.12529103849013395,0.167778339243366,10,2.0,0.0,2.0,2.0,2.0,2.0,2.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,12.06151762008667,5.370645565803485,9.393008351325989,9.219517767429354,11.053603529930115,9.195148229599,15.424734354019165,10,1.1995857020139136,0.07572635137761215,1.1613684125821133,1.1562881460350296,1.1907155009700219,1.1560993438549347,1.2451542171434085,10,0.20768402258096894,0.08981788488853461,0.2526048973380971,0.1358358492086572,0.2775957232356326,0.1241897821998337,0.2840573684025941,10,6.308047124945772,1.1875768521977978,6.007900860415081,5.744940479540505,7.251760008516637,5.438440438956408,7.467802165769095,10,30.87623151547869,4.290217836827952,29.213848073884442,27.98248240743166,34.37554389975678,27.407865830862,35.542271159509994,10,7.427516474609925,0.5084825494866182,7.486325169578412,7.241386439074486,7.739313356117265,7.12960232814183,7.758260246899917
nonintrusive,nonintrusive,safe_parallel_groups,IAPF_OFF,10,1.0,0.7224672001371107,0.9999999999999999,10,1.9703778726991104,0.009134517782392361,1.9711610443067586,1.9669130062700164,1.975056577123398,1.9660346217823488,1.9762980278754125,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.9314602478537042,0.06792964835620391,0.9471850775379935,0.9065229813213955,0.9809094684788222,0.9019331880431022,0.9823160434304082,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,10,10.089730978012085,2.3475897272521564,9.579331040382385,8.354643166065216,10.865306615829468,8.349925518035889,11.098429679870604,10,1.0862819018223122,0.030644097257364476,1.0789736605276667,1.0665825443986805,1.0918174608277234,1.0659393925567993,1.09369642865616,10,0.17335465693186045,0.08465564480426609,0.16003811401315998,0.09504110667553958,0.24566391170485297,0.08951985515613706,0.26411865626358233,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3.354021473188722,0.02882252758010397,3.3593270881836554,3.341869244288098,3.371725439688421,3.3360113109602434,3.373622515744744
nonintrusive,nonintrusive,safe_parallel_groups,IAPF_ON,10,1.0,0.7224672001371107,0.9999999999999999,10,1.9737150556155705,0.005970076042065569,1.9729819066022731,1.9688751832387075,1.9787253155125908,1.968181845698448,1.9794645678088711,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.9553532309815449,0.03571980190410454,0.9558884832853898,0.9231900942445831,0.9815190752085698,0.922659586374174,0.9826816941175606,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,10,9.997464776039124,1.0784982525521414,9.92782723903656,8.997679591178894,11.056840896606447,8.972105741500854,11.123305082321169,10,1.0624585555738628,0.010221110483599187,1.0590550396374128,1.0567421023868808,1.0725310614738115,1.0543963420029123,1.0729860322307796,10,0.16288964317413543,0.09257769043838482,0.16233974860316036,0.07305981315257336,0.23313513632715083,0.0595528327338417,0.2486910632190189,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3.3611587150111597,0.022843429624360697,3.363443966860365,3.341486578164955,3.3786163936277327,3.3359818509887904,3.3788386863331787
nonintrusive,nonintrusive,safe_wide_line_to_circle,IAPF_OFF,10,1.0,0.7224672001371107,0.9999999999999999,10,2.47744386167714,0.02137662347554222,2.472070462087487,2.465660766417345,2.49608496259063,2.4614439416576355,2.500626918815508,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1.110500786416606,0.051906968411132515,1.1088360395019095,1.071823647870125,1.1239630328823684,1.0629951517688851,1.1488059444353484,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,10,10.744950222969056,0.5920265844129025,10.585698962211609,10.53582012653351,10.614289283752441,10.515490770339966,10.663537383079529,10,1.057454569227075,0.0064954054322009435,1.055872705014547,1.0530031072103287,1.0578099329439463,1.0525500802432792,1.062266118152358,10,0.1863896089549756,0.07422166532984645,0.17429873467571844,0.13663135402756205,0.2570860384958077,0.13175249217393806,0.2687809105769707,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3.475967979291571,0.48625264966940324,3.2324054419577544,3.2055846968995705,3.4373896626931852,3.1994314624612596,3.808514206819541
nonintrusive,nonintrusive,safe_wide_line_to_circle,IAPF_ON,10,1.0,0.7224672001371107,0.9999999999999999,10,2.4744500498999544,0.017205450466939477,2.47749651597372,2.458722000248848,2.4875863743634348,2.457289173142198,2.4897778439170613,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1.0811781809187428,0.03866096816544016,1.074178870296437,1.0616363577983177,1.0828002299522408,1.0534541269878601,1.0981799641003562,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,10,11.591609692573547,0.2954477067022973,11.495342493057251,11.457401096820831,11.661414980888367,11.42635726928711,11.735666513442993,10,1.0485118765074382,0.005448799147894754,1.0476451390299637,1.045739348507547,1.0491405279586985,1.0451166967233232,1.0525981593660434,10,0.13760304878323293,0.08173723742158569,0.1225741879736637,0.0681925825980113,0.21146610600065063,0.06520857071018095,0.2245348174623375,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3.353382394634219,0.3826830873658451,3.20602897152491,3.187785202790318,3.242961374377665,3.160465996603992,3.4564339136369426
stress,stress,dense_infeasible,STRESS_OFF,5,1.0,0.5655175352168251,1.0,5,1.0068331964226302,0.0211642568829242,1.0157728988373038,0.998840669307203,1.022819028716029,0.973376753635857,1.0233566316167584,5,0.6,0.8944271909999159,0.0,0.0,1.0,0.0,2.0,5,0.37999963760375977,0.7429663162916988,0.0,0.0,0.1999998092651367,0.0,1.699998378753662,5,8.881524013400061e-05,0.00019852695779009656,0.0,0.0,1.251553801029816e-07,0.0,0.0004439510452899,5,0.5011115971070093,0.028823780128593005,0.4946138775335203,0.4825905841336324,0.522306974564844,0.4677994199878051,0.5382471293152445,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,5,8.944117546081543,1.9587494531288552,8.107029438018799,8.021761178970337,8.126373291015625,8.018475770950317,12.446948051452637,5,1.0870315481835566,0.05217818524371363,1.0635633401892597,1.0629237921687296,1.0840801744689192,1.047206451351017,1.1773839827398571,5,0.16182892363397489,0.08060857636565073,0.168722168694499,0.1392041195200505,0.1930618511857081,0.0437697406867989,0.2643867380828179,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6810883624564432,0.004753581318110867,0.6808943596149386,0.6793398414571863,0.681623594046812,0.6752340184165861,0.6883499987466933
stress,stress,dense_infeasible,STRESS_ON,5,0.4,0.11762077423264783,0.769275718723987,5,1.194284522363004,0.010651848302812642,1.195077145128621,1.190980759108279,1.2007513961877194,1.1782948746450146,1.2063184367453856,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5150880782992776,0.027032200026771806,0.5034404009811813,0.4940851236749413,0.5409177880047171,0.4897258920791791,0.5472711867563697,0,nan,nan,nan,nan,nan,nan,nan,5,0.3604644159388859,0.024980847936872948,0.3487852851886561,0.3406653102938697,0.3770128649505881,0.3398004638064385,0.3960581554548769,5,8.0,0.0,8.0,8.0,8.0,8.0,8.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8.517900848388672,0.45773827360313196,8.311235666275024,8.146454095840454,8.819270610809326,8.1423180103302,9.170225858688354,5,1.0754973896439046,0.02005761481878564,1.0755051185996836,1.062474437861783,1.0923198433639325,1.0496209576821272,1.0975665907119967,5,0.248907329948862,0.026083184770709825,0.2350994299947459,0.2292983887837794,0.2729229308675681,0.2259925495429308,0.2812233505552857,5,2.185277267268354,0.035352927595601866,2.177189563992787,2.172693345502128,2.196497679840343,2.1420185450190146,2.237987201987496,5,6.005298710626475,0.2834577554583865,6.021993050169568,5.914454303684037,6.051432565195677,5.625389945960579,6.413223688122513,5,2.6201716739488328,0.19504985483434298,2.5169316149765435,2.5054310655725023,2.7324092844037384,2.4383457500712336,2.9077406547201448
stress,stress,grouped_reconfiguration,STRESS_OFF,5,0.0,0.0,0.43448246478317476,5,0.09892768792939415,0.02028546198542529,0.0970269736754914,0.0882090900446779,0.0970865507356605,0.0795162466102535,0.1327995785808874,5,32.8,5.974947698515862,35.0,28.0,38.0,25.0,38.0,5,75.21992826461792,18.48290016245309,68.64993453025818,68.39993476867676,72.29993104934692,59.54994320869446,107.19989776611328,5,4.070868739019355,2.015652311528065,3.698059291803017,2.662860738264307,4.012263440388135,2.4971115494185177,7.484048675222802,5,0.9106862963517713,0.20073887064013354,0.8696598565742739,0.8290386046122294,0.9464578104536836,0.682311163429432,1.2259640466892376,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,3,21.22010548909505,0.8013637954182773,20.88972520828247,20.763237595558167,21.511783242225647,20.636749982833862,22.133841276168823,5,1.3795806924893417,0.27449784081188444,1.2674713238263533,1.2233266010502164,1.3395305594166127,1.2057258169620413,1.8618491611914847,5,0.3653673733602373,0.2471321490046191,0.2025503996587032,0.1922185953266332,0.5021047955465017,0.1917927355153622,0.7381703407539859,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.460628386281335,0.013112869627862173,2.457918639344662,2.4533684557173983,2.469588690198325,2.444596090043361,2.47767005610293
stress,stress,grouped_reconfiguration,STRESS_ON,5,0.0,0.0,0.43448246478317476,5,0.18283864454020413,0.08352553774367331,0.1924022220662516,0.1567186825255437,0.2432721457380728,0.0547927380933175,0.2670074342778351,5,20.2,4.658325879540846,20.0,19.0,21.0,14.0,27.0,5,12.159988403320312,2.5254678447638605,10.7499897480011,10.64998984336853,14.249986410140991,9.69999074935913,15.449985265731812,5,1.0812568754715006,0.38273269267551874,1.042490174982588,0.7711941636497505,1.1277011328403994,0.7631840409235376,1.7017148649612268,5,0.795446750170024,0.04119978872046692,0.7988678061815483,0.789275427275791,0.8243233725180662,0.7296353546060236,0.8351317902686909,0,nan,nan,nan,nan,nan,nan,nan,5,0.9937557973910893,0.008405510670802576,0.9974917114409472,0.9970183863200014,0.9974991855278862,0.9787333796365666,0.9980363240300448,5,10.4,1.9493588689617927,9.0,9.0,12.0,9.0,13.0,5,0.09743589743589742,0.09737589995641786,0.1111111111111111,0.0,0.1538461538461538,0.0,0.2222222222222222,5,0.0066584110260009596,0.011476558574533837,0.0,0.0,0.0067886114120483,0.0,0.0265034437179565,4,27.70458298921585,1.7497621520292959,27.933496832847595,27.05704653263092,28.581033289432526,25.38123059272766,29.57010769844055,5,1.4069065428068064,0.04698512627911145,1.396271734828923,1.380625093912427,1.4434227877210006,1.3492572682297037,1.4649558293419764,5,0.4243867700469509,0.05505209131481705,0.4456401492392343,0.4027530089113031,0.4486012546842209,0.3405919342575357,0.4843475031424604,5,21.545648982689848,20.079064936597337,13.752469606492506,13.468537965859037,16.10578618000787,7.401042056150361,57.00040910493946,5,8456.55422631405,10400.318680298637,3987.913856790663,1840.8929523329828,8936.95128879582,1258.9341992712832,26258.078834379507,5,41.484326480676074,4.0714754547762455,42.96856817861145,39.21464014139646,44.4785754170749,35.50405184103377,45.255796825263815
stress,stress,head_on,STRESS_OFF,5,0.0,0.0,0.43448246478317476,5,0.511143473358365,0.4429555130039283,0.4741314447943877,0.1021641538516513,0.9329270325515884,0.0552676713182739,0.991227064275924,5,1.6,0.5477225575051661,2.0,1.0,2.0,1.0,2.0,5,2.0399980545043945,3.483062856242227,0.4999995231628418,0.4499995708465576,0.8999991416931152,0.0999999046325683,8.24999213218689,5,0.11762266357068596,0.14074993408159164,0.1015309343149029,0.0011478387295731,0.1420014011867528,4.279679054147555e-06,0.3434288639431468,5,1.8656631531143666,1.3388996528492672,1.4428145501194898,0.7743158610830972,2.4103071064774797,0.7639151327950138,3.936963115096753,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,1,8.555561065673828,nan,8.555561065673828,8.555561065673828,8.555561065673828,8.555561065673828,8.555561065673828,5,3.7856643710899514,2.2509719718256838,3.913635839603703,1.8343114235044533,5.583501832186236,1.2283392550620966,6.368533505093267,5,1.609381176850798,2.1974330955859878,0.4002521586236177,0.3395660808779566,1.6277082585440348,0.2694006524151594,5.409978733793222,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4.969581426709466,0.043417725955010845,4.9520782290217085,4.942186275216193,4.968605426483137,4.940411217528683,5.044625985297609
stress,stress,head_on,STRESS_ON,5,0.4,0.11762077423264783,0.769275718723987,5,0.6177087915668956,0.28178528463585495,0.6837994605574398,0.3258408797867752,0.8759365633411266,0.3178915388559682,0.8850755152931682,5,1.6,0.5477225575051661,2.0,1.0,2.0,1.0,2.0,5,0.9499990940093994,0.41533079705521203,0.7999992370605469,0.6999993324279785,1.099998950958252,0.549999475479126,1.5999984741210938,5,0.08166338878248565,0.0983958399316063,0.0228669452579016,0.0050142433713585,0.1879751778512746,0.0022402191403798,0.1902203582915137,5,0.8210287233251361,0.11845362995066813,0.8080988173185026,0.75711823491127,0.909441418078254,0.6669362126507253,0.963548933666928,2,4.27935254573822,1.24442296009823,4.27935254573822,3.839382588863373,4.719322502613068,3.3994126319885254,5.159292459487915,5,0.15759066564669805,0.048730267794025,0.1545728538185092,0.1308209849595306,0.1927525429156009,0.0935763447460271,0.2162306017938225,5,2.0,0.0,2.0,2.0,2.0,2.0,2.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10.933640400568644,1.4280312217077933,11.193822860717772,10.293614745140076,11.703757286071776,9.393406629562378,12.21369171142578,5,1.4750295240026272,0.09614651093827412,1.4790809539353376,1.4298612898294352,1.496527376675329,1.353947033837984,1.6157309657350507,5,0.2777576754260481,0.09062467015190342,0.3085434481212313,0.2791683469672142,0.3183807742002733,0.1238745229151608,0.3588212849263608,5,28.681893475586048,29.535098234078767,9.312150049588285,6.765411633943957,57.55119748194186,5.536970200221054,64.2437380122351,5,293.7714523359297,359.6310400550779,53.20699927577452,21.561059129573028,657.8296598658283,20.44349943406432,715.8160439744084,5,15.181009421717949,3.002722057828685,15.35489824332678,15.24456248079266,15.773519399438364,10.56272499828472,18.969341986747217
