family,scenario,metric,test,method_a,method_b,difference_direction,n_total,n_valid,paired_median_difference,bootstrap_ci_low,bootstrap_ci_high,statistic,p_value,a_success_b_failure,a_failure_b_success,fallback_rescue_rate
nonintrusive,safe_parallel_groups,mean_repulsion_norm,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
nonintrusive,safe_parallel_groups,max_repulsion_norm,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
nonintrusive,safe_parallel_groups,integrated_squared_acceleration,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.012935558187698426,-0.020856795143830098,0.03255121659985627,19.0,0.431640625,,,
nonintrusive,safe_parallel_groups,mission_success,mcnemar_exact,IAPF_OFF,IAPF_ON,,10,10,,,,,1.0,0,0,nan
nonintrusive,safe_wide_line_to_circle,minimum_inter_agent_distance,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,-0.001773716733872499,-0.015843733934563176,0.009492567893659043,20.0,0.4921875,,,
nonintrusive,safe_wide_line_to_circle,violation_event_count,wilcoxon,IAPF_OFF,IAPF_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
nonintrusive,safe_wide_line_to_circle,risk_exposure_time,wilcoxon,IAPF_OFF,IAPF_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
nonintrusive,safe_wide_line_to_circle,risk_integral,wilcoxon,IAPF_OFF,IAPF_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
nonintrusive,safe_wide_line_to_circle,mean_trajectory_deviation,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,-0.03984239272865664,-0.07435794028689235,0.04361442786117253,17.0,0.322265625,,,
nonintrusive,safe_wide_line_to_circle,recovery_time,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
nonintrusive,safe_wide_line_to_circle,iapf_activation_ratio,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
nonintrusive,safe_wide_line_to_circle,activation_event_count,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
nonintrusive,safe_wide_line_to_circle,unnecessary_intervention_rate,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
nonintrusive,safe_wide_line_to_circle,intervention_latency,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,0,nan,nan,nan,nan,nan,,,
nonintrusive,safe_wide_line_to_circle,completion_time,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.909503459930419,0.8184038400650024,1.057762145996092,1.0,0.00390625,,,
nonintrusive,safe_wide_line_to_circle,path_length_ratio,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,-0.008696711000305335,-0.011869335808906034,-0.005490614963935991,3.0,0.009765625,,,
nonintrusive,safe_wide_line_to_circle,final_formation_error,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,-0.07209345998750766,-0.1419965748249887,0.043359236978800404,17.0,0.322265625,,,
nonintrusive,safe_wide_line_to_circle,mean_repulsion_norm,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
nonintrusive,safe_wide_line_to_circle,max_repulsion_norm,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
nonintrusive,safe_wide_line_to_circle,integrated_squared_acceleration,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,-0.0071424533888337915,-0.6313980552042389,0.10052376030442312,22.0,0.625,,,
nonintrusive,safe_wide_line_to_circle,mission_success,mcnemar_exact,IAPF_OFF,IAPF_ON,,10,10,,,,,1.0,0,0,nan
fallback,dense_local_bias,minimum_inter_agent_distance,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.373415066921358,0.3403756645150128,0.39685747876332733,0.0,0.001953125,,,
fallback,dense_local_bias,violation_event_count,wilcoxon,IAPF_OFF,IAPF_ON,a_minus_b,10,10,1.0,1.0,1.0,0.0,0.001953125,,,
fallback,dense_local_bias,risk_exposure_time,wilcoxon,IAPF_OFF,IAPF_ON,a_minus_b,10,10,1.3499987125396729,1.1999988555908203,1.399998664855957,0.0,0.001953125,,,
fallback,dense_local_bias,risk_integral,wilcoxon,IAPF_OFF,IAPF_ON,a_minus_b,10,10,0.0585933413920027,0.0459465264716597,0.071230796251389,0.0,0.001953125,,,
fallback,dense_local_bias,mean_trajectory_deviation,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,-0.030283778492142477,-0.05567119503787554,0.0007533413418387147,14.0,0.193359375,,,
fallback,dense_local_bias,recovery_time,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,0,nan,nan,nan,nan,nan,,,
fallback,dense_local_bias,iapf_activation_ratio,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.0179970093680736,0.0059143637825298,0.037370604739457,0.0,0.001953125,,,
fallback,dense_local_bias,activation_event_count,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,2.0,2.0,2.0,0.0,0.001953125,,,
fallback,dense_local_bias,unnecessary_intervention_rate,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
fallback,dense_local_bias,intervention_latency,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,0,nan,nan,nan,nan,nan,,,
fallback,dense_local_bias,completion_time,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,-0.24410140514373513,-2.916722297668459,-0.000705718994140625,9.0,0.064453125,,,
fallback,dense_local_bias,path_length_ratio,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,-0.03680799357997322,-0.10102659346777432,-0.016429377356880992,2.0,0.005859375,,,
fallback,dense_local_bias,final_formation_error,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,-0.028900004522769446,-0.08748255421673339,-0.0005796735091705973,9.0,0.064453125,,,
fallback,dense_local_bias,mean_repulsion_norm,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,2.24059978790245,2.1897328631692474,2.3037560072652288,0.0,0.001953125,,,
fallback,dense_local_bias,max_repulsion_norm,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,7.747846521832016,7.633597676153153,7.992477823479088,0.0,0.001953125,,,
fallback,dense_local_bias,integrated_squared_acceleration,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.4598856399200575,0.40315069261129743,0.4907748486316934,0.0,0.001953125,,,
fallback,dense_local_bias,mission_success,mcnemar_exact,IAPF_OFF,IAPF_ON,,10,10,,,,,0.03125,0,6,0.8571428571428571
fallback,group_crossing_hold,minimum_inter_agent_distance,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,-0.011156713015087139,-0.03026480430689915,-0.0004487736224710881,11.0,0.10546875,,,
fallback,group_crossing_hold,violation_event_count,wilcoxon,IAPF_OFF,IAPF_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
fallback,group_crossing_hold,risk_exposure_time,wilcoxon,IAPF_OFF,IAPF_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
fallback,group_crossing_hold,risk_integral,wilcoxon,IAPF_OFF,IAPF_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
fallback,group_crossing_hold,mean_trajectory_deviation,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,-0.005192228012201039,-0.07929523195320576,0.06101126870854956,25.0,0.845703125,,,
fallback,group_crossing_hold,recovery_time,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,4.516802668571472,3.737257480621338,5.360133409500122,0.0,0.001953125,,,
fallback,group_crossing_hold,iapf_activation_ratio,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.09237204480802119,0.0875954369539866,0.0980192594698907,0.0,0.001953125,,,
fallback,group_crossing_hold,activation_event_count,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,2.0,2.0,2.0,0.0,0.001953125,,,
fallback,group_crossing_hold,unnecessary_intervention_rate,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
fallback,group_crossing_hold,intervention_latency,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,0,nan,nan,nan,nan,nan,,,
fallback,group_crossing_hold,completion_time,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.7356975078582764,-0.6106464862823495,2.239388942718506,19.0,0.431640625,,,
fallback,group_crossing_hold,path_length_ratio,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,-0.013615435440646473,-0.03315672035781625,0.0012476672270909095,12.0,0.130859375,,,
fallback,group_crossing_hold,final_formation_error,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,-0.013534785836481291,-0.10382068757278085,0.06085216752636159,20.0,0.4921875,,,
fallback,group_crossing_hold,mean_repulsion_norm,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.6094023633321622,0.5495246805494685,0.6651923326938495,0.0,0.001953125,,,
fallback,group_crossing_hold,max_repulsion_norm,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,3.384351366351666,3.0257824583153345,3.581823589110915,0.0,0.001953125,,,
fallback,group_crossing_hold,integrated_squared_acceleration,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.13159658109243333,0.07061206999929404,0.16066585377668208,0.0,0.001953125,,,
fallback,group_crossing_hold,mission_success,mcnemar_exact,IAPF_OFF,IAPF_ON,,10,10,,,,,1.0,0,0,nan
fallback,staggered_crossing_delay,minimum_inter_agent_distance,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.20934328527711177,-0.024371058024348913,0.4937531792830832,10.0,0.083984375,,,
fallback,staggered_crossing_delay,violation_event_count,wilcoxon,IAPF_OFF,IAPF_ON,a_minus_b,10,10,0.0,0.0,0.5,0.0,0.15729920705028502,,,
fallback,staggered_crossing_delay,risk_exposure_time,wilcoxon,IAPF_OFF,IAPF_ON,a_minus_b,10,10,0.19999980926513672,0.09999990463256836,0.6499993801116943,1.5,0.005859375,,,
fallback,staggered_crossing_delay,risk_integral,wilcoxon,IAPF_OFF,IAPF_ON,a_minus_b,10,10,0.05440965363465226,-0.0020688642569933998,0.3050580216604587,7.0,0.037109375,,,
fallback,staggered_crossing_delay,mean_trajectory_deviation,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,-0.012662868767051139,-1.5594102785876625,0.05841892432139961,16.0,0.275390625,,,
fallback,staggered_crossing_delay,recovery_time,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,3.969094395637512,3.699995517730713,9.819737672805786,0.0,0.001953125,,,
fallback,staggered_crossing_delay,iapf_activation_ratio,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.16162618501487663,0.12529103849013395,0.167778339243366,0.0,0.001953125,,,
fallback,staggered_crossing_delay,activation_event_count,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,2.0,2.0,2.0,0.0,0.001953125,,,
fallback,staggered_crossing_delay,unnecessary_intervention_rate,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
fallback,staggered_crossing_delay,intervention_latency,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,0,nan,nan,nan,nan,nan,,,
fallback,staggered_crossing_delay,completion_time,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,6,-2.328439235687256,-13.386638998985289,5.712262153625487,5.0,0.3125,,,
fallback,staggered_crossing_delay,path_length_ratio,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,-0.28954336390292923,-4.136757939530669,-0.055927795352019194,2.0,0.005859375,,,
fallback,staggered_crossing_delay,final_formation_error,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,-0.11664915905464296,-2.3256580611840234,-0.001551683023121947,7.0,0.037109375,,,
fallback,staggered_crossing_delay,mean_repulsion_norm,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,6.007900860415081,5.438440438956408,7.467802165769095,0.0,0.001953125,,,
fallback,staggered_crossing_delay,max_repulsion_norm,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,29.213848073884442,27.407865830862,35.542271159509994,0.0,0.001953125,,,
fallback,staggered_crossing_delay,integrated_squared_acceleration,wilcoxon,IAPF_OFF,IAPF_ON,b_minus_a,10,10,3.8226521701155467,3.456432306310955,4.124300327747241,0.0,0.001953125,,,
fallback,staggered_crossing_delay,mission_success,mcnemar_exact,IAPF_OFF,IAPF_ON,,10,10,,,,,0.0625,0,5,0.8333333333333334
complement,assignment_crossing_4,minimum_inter_agent_distance,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,0.25867560357701747,0.2501441472248306,0.2763301196112663,0.0,0.001953125,,,
complement,assignment_crossing_4,violation_event_count,wilcoxon,DIST_OFF,DIST_ON,a_minus_b,10,10,0.0,0.0,0.5,0.0,0.15729920705028502,,,
complement,assignment_crossing_4,risk_exposure_time,wilcoxon,DIST_OFF,DIST_ON,a_minus_b,10,10,0.6749993562698364,0.6499993801116943,0.7249993085861206,0.0,0.001953125,,,
complement,assignment_crossing_4,risk_integral,wilcoxon,DIST_OFF,DIST_ON,a_minus_b,10,10,0.028251390269377466,0.022232922569496525,0.03102428881754906,0.0,0.001953125,,,
complement,assignment_crossing_4,mean_trajectory_deviation,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,0.001954186093742205,-0.022245706514889607,0.013449252482921947,25.0,0.845703125,,,
complement,assignment_crossing_4,recovery_time,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,4.368628740310669,4.187681436538696,8.280596017837524,0.0,0.001953125,,,
complement,assignment_crossing_4,iapf_activation_ratio,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,0.05466025735178835,0.0454813831672493,0.05776364982770625,0.0,0.001953125,,,
complement,assignment_crossing_4,activation_event_count,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,2.0,2.0,2.0,0.0,0.001953125,,,
complement,assignment_crossing_4,unnecessary_intervention_rate,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,intervention_latency,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,0,nan,nan,nan,nan,nan,,,
complement,assignment_crossing_4,completion_time,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,1.6854922771453857,-0.6852109432220459,2.2729005813598633,8.0,0.048828125,,,
complement,assignment_crossing_4,path_length_ratio,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,0.059272213494625414,0.010046831344083795,0.08464053861102072,10.0,0.083984375,,,
complement,assignment_crossing_4,final_formation_error,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,-0.00658445159410714,-0.11173962903699973,0.025889830059558194,21.0,0.556640625,,,
complement,assignment_crossing_4,mean_repulsion_norm,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,2.9847855954598264,2.876853504234948,3.0984572779676407,0.0,0.001953125,,,
complement,assignment_crossing_4,max_repulsion_norm,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,11.452451747275648,10.800315974724723,11.830632160250854,0.0,0.001953125,,,
complement,assignment_crossing_4,integrated_squared_acceleration,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,2.197301017777426,2.115001329128667,2.223463353570152,0.0,0.001953125,,,
complement,assignment_crossing_4,mission_success,mcnemar_exact,DIST_OFF,DIST_ON,,10,10,,,,,1.0,0,1,1.0
complement,assignment_crossing_4,minimum_inter_agent_distance,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.0016071951871392542,-0.016002055611012977,0.016705088841550975,25.0,0.845703125,,,
complement,assignment_crossing_4,violation_event_count,wilcoxon,SAFE_OFF,SAFE_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,risk_exposure_time,wilcoxon,SAFE_OFF,SAFE_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,risk_integral,wilcoxon,SAFE_OFF,SAFE_ON,a_minus_b,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,mean_trajectory_deviation,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,-0.0019946858720019944,-0.03364862093026705,0.05181159079498754,27.0,1.0,,,
complement,assignment_crossing_4,recovery_time,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,iapf_activation_ratio,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,activation_event_count,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,unnecessary_intervention_rate,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,intervention_latency,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,0,nan,nan,nan,nan,nan,,,
complement,assignment_crossing_4,completion_time,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.5800886154174805,-0.1476609706878662,0.6208829879760742,19.0,0.431640625,,,
complement,assignment_crossing_4,path_length_ratio,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,-0.02572613045340133,-0.053752579463342,-0.005247048433521195,3.0,0.009765625,,,
complement,assignment_crossing_4,final_formation_error,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,-0.0135023947218793,-0.08133897777885354,0.08196321103232888,26.0,0.921875,,,
complement,assignment_crossing_4,mean_repulsion_norm,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,max_repulsion_norm,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,integrated_squared_acceleration,wilcoxon,SAFE_OFF,SAFE_ON,b_minus_a,10,10,-0.0014179068015697238,-0.0076143415193132835,0.010520784944109518,25.0,0.845703125,,,
complement,assignment_crossing_4,mission_success,mcnemar_exact,SAFE_OFF,SAFE_ON,,10,10,,,,,1.0,0,1,1.0
complement,assignment_crossing_4,minimum_inter_agent_distance,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,2.1599480241390205,2.111415253260317,2.1823354253234077,0.0,0.001953125,,,
complement,assignment_crossing_4,violation_event_count,wilcoxon,DIST_OFF,SAFE_OFF,a_minus_b,10,10,1.0,1.0,1.0,0.0,0.001953125,,,
complement,assignment_crossing_4,risk_exposure_time,wilcoxon,DIST_OFF,SAFE_OFF,a_minus_b,10,10,0.7499992847442627,0.7499992847442627,0.7999992370605469,0.0,0.001953125,,,
complement,assignment_crossing_4,risk_integral,wilcoxon,DIST_OFF,SAFE_OFF,a_minus_b,10,10,0.02825745006058175,0.022233046390869503,0.03102454001625,0.0,0.001953125,,,
complement,assignment_crossing_4,mean_trajectory_deviation,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,-0.015942075764339758,-0.05477990922751655,0.039584233061613405,22.0,0.625,,,
complement,assignment_crossing_4,recovery_time,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,iapf_activation_ratio,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,activation_event_count,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,unnecessary_intervention_rate,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,intervention_latency,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,0,nan,nan,nan,nan,nan,,,
complement,assignment_crossing_4,completion_time,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,-0.20968639850616455,-2.472991108894348,0.6312644481658936,15.0,0.232421875,,,
complement,assignment_crossing_4,path_length_ratio,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,-0.03873553682530917,-0.06204750009079785,0.012596887719409589,13.0,0.16015625,,,
complement,assignment_crossing_4,final_formation_error,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,-0.04958798778938784,-0.16386848102415197,0.019898963386511398,19.0,0.431640625,,,
complement,assignment_crossing_4,mean_repulsion_norm,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,max_repulsion_norm,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,integrated_squared_acceleration,wilcoxon,DIST_OFF,SAFE_OFF,b_minus_a,10,10,-0.11072254361782136,-0.12393332593231021,-0.09536328986451098,0.0,0.001953125,,,
complement,assignment_crossing_4,mission_success,mcnemar_exact,DIST_OFF,SAFE_OFF,,10,10,,,,,1.0,1,1,1.0
complement,assignment_crossing_4,minimum_inter_agent_distance,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,1.892339211643699,1.8546782445146164,1.9258404179253892,0.0,0.001953125,,,
complement,assignment_crossing_4,violation_event_count,wilcoxon,DIST_ON,SAFE_ON,a_minus_b,10,10,1.0,0.5,1.0,0.0,0.0046777349810472576,,,
complement,assignment_crossing_4,risk_exposure_time,wilcoxon,DIST_ON,SAFE_ON,a_minus_b,10,10,0.0999999046325683,0.04999995231628415,0.1499998569488525,0.0,0.009653874815692721,,,
complement,assignment_crossing_4,risk_integral,wilcoxon,DIST_ON,SAFE_ON,a_minus_b,10,10,1.7387924296466556e-06,1.2559935047075228e-07,6.509809123802594e-06,0.0,0.011718685599768628,,,
complement,assignment_crossing_4,mean_trajectory_deviation,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-0.005850932637058409,-0.036597540236510184,0.03787481444588803,27.0,1.0,,,
complement,assignment_crossing_4,recovery_time,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-4.368628740310669,-8.280596017837524,-4.187681436538696,0.0,0.001953125,,,
complement,assignment_crossing_4,iapf_activation_ratio,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-0.05466025735178835,-0.05776364982770625,-0.0454813831672493,0.0,0.001953125,,,
complement,assignment_crossing_4,activation_event_count,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-2.0,-2.0,-2.0,0.0,0.001953125,,,
complement,assignment_crossing_4,unnecessary_intervention_rate,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,0.0,0.0,0.0,0.0,1.0,,,
complement,assignment_crossing_4,intervention_latency,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,0,nan,nan,nan,nan,nan,,,
complement,assignment_crossing_4,completion_time,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-1.9494372606277457,-5.9596967697143555,-1.714117407798767,0.0,0.001953125,,,
complement,assignment_crossing_4,path_length_ratio,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-0.10300952068263913,-0.19334152751344313,-0.08111779155744969,0.0,0.001953125,,,
complement,assignment_crossing_4,final_formation_error,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-0.033943892727928304,-0.11717680394863791,0.0589082202631593,21.0,0.556640625,,,
complement,assignment_crossing_4,mean_repulsion_norm,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-2.9847855954598264,-3.0984572779676407,-2.876853504234948,0.0,0.001953125,,,
complement,assignment_crossing_4,max_repulsion_norm,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-11.452451747275648,-11.830632160250854,-10.800315974724723,0.0,0.001953125,,,
complement,assignment_crossing_4,integrated_squared_acceleration,wilcoxon,DIST_ON,SAFE_ON,b_minus_a,10,10,-2.2977260115642277,-2.3208214196346852,-2.2341997752127787,0.0,0.001953125,,,
complement,assignment_crossing_4,mission_success,mcnemar_exact,DIST_ON,SAFE_ON,,10,10,,,,,1.0,0,0,nan
complement,assignment_dense_8,minimum_inter_agent_distance,wilcoxon,DIST_OFF,DIST_ON,b_minus_a,10,10,0.04067133999202166,0.028790192110660806,0.05904182210916198,0.0,0.001953125,,,
