population,group_level,family,scenario_id,condition,endpoint,endpoint_kind,N,mean,median,sd,q1,q3,min,max,numerator,denominator,proportion,ci_low,ci_high,availability_note
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P0_F0,failsafe_seen,binary,15,,,,,,,,0,15,0,0,0.20388330103584854,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P0_F1,j_hard_pair_s,continuous,15,0.033965698877970379,0,0.080747400541457848,0,0.0020927190780639648,0,0.26500964164733887,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P0_F1,realized_min_separation_m,continuous,15,1.5158312738029855,1.5123503486695655,0.020477003842136396,1.5000252575444439,1.5288845293898792,1.493002000796529,1.5547252860742,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P0_F1,hard_risk_event_count,count,15,0.66666666666666663,0,1.3972762620115438,0,0.5,0,5,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P0_F1,predicted_min_separation_m,continuous,15,1.9999999999999998,1.9999999999999998,0,1.9999999999999998,1.9999999999999998,1.9999999999999998,1.9999999999999998,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P0_F1,predicted_hard_conflict_count,count,15,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P0_F1,controller_near_limit_fraction,continuous,15,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P0_F1,any_realized_hard_risk,binary,15,,,,,,,,4,15,0.26666666666666666,0.10897453325692372,0.51950434055980554,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P0_F1,mission_success,binary,15,,,,,,,,15,15,1,0.79611669896415138,0.99999999999999989,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P0_F1,failsafe_seen,binary,15,,,,,,,,0,15,0,0,0.20388330103584854,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F0,j_hard_pair_s,continuous,14,1.9354457003729684,2.4151978492736816,1.0574516803091316,2.2086089849472046,2.5663636922836304,0,2.6636765003204346,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F0,realized_min_separation_m,continuous,14,1.455025636531746,1.4036972196831958,0.15355795762435562,1.3951642942839508,1.413683511751862,1.3738282601150877,1.9648501508071821,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F0,hard_risk_event_count,count,14,1.7142857142857142,2,1.2043875831929896,1,3,0,3,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F0,predicted_min_separation_m,continuous,14,1.9999999999999998,1.9999999999999998,0,1.9999999999999998,1.9999999999999998,1.9999999999999998,1.9999999999999998,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F0,predicted_hard_conflict_count,count,14,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F0,controller_near_limit_fraction,continuous,14,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F0,any_realized_hard_risk,binary,14,,,,,,,,11,14,0.7857142857142857,0.52410769413399727,0.92428613287306827,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F0,mission_success,binary,14,,,,,,,,14,14,1,0.7846891972623643,1,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F0,failsafe_seen,binary,14,,,,,,,,0,14,0,0,0.21531080273763575,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F1,j_hard_pair_s,continuous,15,0.16224443117777507,0,0.47855555568391245,0,0.014842987060546875,0,1.857323169708252,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F1,realized_min_separation_m,continuous,15,1.5112966764961473,1.5163831285594283,0.037210789185675844,1.500209758241037,1.5272952020871102,1.4013541689330333,1.5575924532799881,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F1,hard_risk_event_count,count,15,1.6666666666666667,0,3.0394235042348465,0,2,0,9,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F1,predicted_min_separation_m,continuous,15,1.9999999999999998,1.9999999999999998,0,1.9999999999999998,1.9999999999999998,1.9999999999999998,1.9999999999999998,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F1,predicted_hard_conflict_count,count,15,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F1,controller_near_limit_fraction,continuous,15,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F1,any_realized_hard_risk,binary,15,,,,,,,,4,15,0.26666666666666666,0.10897453325692372,0.51950434055980554,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F1,mission_success,binary,15,,,,,,,,15,15,1,0.79611669896415138,0.99999999999999989,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-01,P1_F1,failsafe_seen,binary,15,,,,,,,,0,15,0,0,0.20388330103584854,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F0,j_hard_pair_s,continuous,15,0.9865219275156657,0.97904729843139648,0.099385272792516896,0.91200816631317139,1.0241228342056274,0.87822842597961426,1.2670140266418457,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F0,realized_min_separation_m,continuous,15,1.3904041493276826,1.3955200175536073,0.0178256861878032,1.3845275904978496,1.3984947998162087,1.3356696744399985,1.412933451461776,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F0,hard_risk_event_count,count,15,1.0666666666666667,1,0.25819888974716115,1,1,1,2,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F0,predicted_min_separation_m,continuous,15,2.3999999999999995,2.3999999999999999,4.5967600348963137e-16,2.3999999999999999,2.3999999999999999,2.3999999999999999,2.3999999999999999,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F0,predicted_hard_conflict_count,count,15,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F0,controller_near_limit_fraction,continuous,15,0,0,0,0,0,0,0,,,,,,
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F0,any_realized_hard_risk,binary,15,,,,,,,,15,15,1,0.79611669896415138,0.99999999999999989,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F0,mission_success,binary,15,,,,,,,,15,15,1,0.79611669896415138,0.99999999999999989,Wilson two-sided 95% CI
AVAILABLE_SUCCESSFUL_CELLS_SENSITIVITY_ONLY,family_scenario_condition,B,E3-B-02,P0_F0,failsafe_seen,binary,15,,,,,,,,0,15,0,0,0.20388330103584854,Wilson two-sided 95% CI
