population,group_level,family,scenario_id,condition,endpoint,endpoint_kind,N,mean,median,sd,q1,q3,min,max,numerator,denominator,proportion,ci_low,ci_high,availability_note
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,B,E3-B-02,P1_F1,realized_min_separation_m,continuous,12,1.402600239453111,1.4011564154268203,0.012295686069638649,1.3914163608655368,1.413824189312844,1.387708607881055,1.4191518912313614,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,B,E3-B-02,P1_F1,hard_risk_event_count,count,12,1,1,0,1,1,1,1,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,B,E3-B-02,P1_F1,predicted_min_separation_m,continuous,12,2.3999999999999995,2.3999999999999999,4.6383605211550139e-16,2.3999999999999999,2.3999999999999999,2.3999999999999999,2.3999999999999999,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,B,E3-B-02,P1_F1,predicted_hard_conflict_count,count,12,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,B,E3-B-02,P1_F1,controller_near_limit_fraction,continuous,12,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,B,E3-B-02,P1_F1,any_realized_hard_risk,binary,12,,,,,,,,12,12,1,0.75750599334475932,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,B,E3-B-02,P1_F1,mission_success,binary,12,,,,,,,,12,12,1,0.75750599334475932,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,B,E3-B-02,P1_F1,failsafe_seen,binary,12,,,,,,,,0,12,0,0,0.24249400665524079,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F0,j_hard_pair_s,continuous,12,3.4508693416913352,3.8100450038909912,1.0071097065955077,3.227023720741272,4.093772828578949,1.4544336795806885,4.3733179569244385,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F0,realized_min_separation_m,continuous,12,0.56516024717380853,0.57337348911344621,0.024321279726737765,0.54518943624291549,0.58397301455017336,0.51384190364247895,0.59062292202954036,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F0,hard_risk_event_count,count,12,6.5,6,2.2360679774997898,5,7,4,12,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F0,predicted_min_separation_m,continuous,12,0.42748229992745773,0.42748229992745784,1.1595901302887535e-16,0.42748229992745784,0.42748229992745784,0.42748229992745784,0.42748229992745784,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F0,predicted_hard_conflict_count,count,12,2,2,0,2,2,2,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F0,controller_near_limit_fraction,continuous,12,0.00014583333333333335,0,0.00034473859222561222,0,0,0,0.001,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F0,any_realized_hard_risk,binary,12,,,,,,,,12,12,1,0.75750599334475932,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F0,mission_success,binary,12,,,,,,,,12,12,1,0.75750599334475932,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F0,failsafe_seen,binary,12,,,,,,,,0,12,0,0,0.24249400665524079,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F1,j_hard_pair_s,continuous,12,1.3439558744430542,1.3395967483520508,0.03228693172565323,1.3241992592811584,1.3647905588150024,1.2960941791534424,1.3941199779510498,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F1,realized_min_separation_m,continuous,12,0.59250167388171049,0.58684782906785871,0.018038605730080686,0.58120904075025848,0.60480335483346737,0.56762230966029792,0.62904259783890359,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F1,hard_risk_event_count,count,12,2,2,0,2,2,2,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F1,predicted_min_separation_m,continuous,12,0.42748229992745773,0.42748229992745784,1.1595901302887535e-16,0.42748229992745784,0.42748229992745784,0.42748229992745784,0.42748229992745784,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F1,predicted_hard_conflict_count,count,12,2,2,0,2,2,2,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F1,controller_near_limit_fraction,continuous,12,0.00085416666666666659,0.0011250000000000001,0.00080098187850722929,0,0.00125,0,0.0025000000000000001,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F1,any_realized_hard_risk,binary,12,,,,,,,,12,12,1,0.75750599334475932,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F1,mission_success,binary,12,,,,,,,,12,12,1,0.75750599334475932,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P0_F1,failsafe_seen,binary,12,,,,,,,,0,12,0,0,0.24249400665524079,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F0,j_hard_pair_s,continuous,12,1.6964744726816814,2.3478661775588989,1.1099419845452703,1.0198479294776917,2.4933616518974304,0,2.7129096984863281,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F0,realized_min_separation_m,continuous,12,1.439984097148207,1.4151561187358721,0.063358090210839518,1.3915562816360709,1.4689593385175124,1.3739305268221431,1.5649336672799263,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F0,hard_risk_event_count,count,12,2.5,2,2.1532216876958201,0.75,4,0,7,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F0,predicted_min_separation_m,continuous,12,2,2,0,2,2,2,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F0,predicted_hard_conflict_count,count,12,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F0,controller_near_limit_fraction,continuous,12,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F0,any_realized_hard_risk,binary,12,,,,,,,,9,12,0.75,0.46769466506643442,0.91105833160594529,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F0,mission_success,binary,12,,,,,,,,12,12,1,0.75750599334475932,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F0,failsafe_seen,binary,12,,,,,,,,0,12,0,0,0.24249400665524079,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F1,j_hard_pair_s,continuous,12,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F1,realized_min_separation_m,continuous,12,1.5257014765742067,1.523341788392724,0.018145076263652596,1.5104188851971878,1.5393960738853794,1.5022338360797924,1.5590806861923827,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F1,hard_risk_event_count,count,12,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F1,predicted_min_separation_m,continuous,12,2,2,0,2,2,2,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F1,predicted_hard_conflict_count,count,12,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F1,controller_near_limit_fraction,continuous,12,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F1,any_realized_hard_risk,binary,12,,,,,,,,0,12,0,0,0.24249400665524079,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F1,mission_success,binary,12,,,,,,,,12,12,1,0.75750599334475932,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-01,P1_F1,failsafe_seen,binary,12,,,,,,,,0,12,0,0,0.24249400665524079,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F0,j_hard_pair_s,continuous,13,3.0498359386737528,3.0317380428314209,0.14160296765518221,2.9528648853302002,3.1449246406555176,2.8198890686035156,3.3161976337432861,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F0,realized_min_separation_m,continuous,13,0.48846167327964723,0.50774294255766173,0.078160005353568388,0.49441655529412304,0.51978327676296421,0.2333242017080002,0.54066315947135513,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F0,hard_risk_event_count,count,13,3,3,0,3,3,3,3,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F0,predicted_min_separation_m,continuous,13,0.42748229992745773,0.42748229992745784,1.1555567610933196e-16,0.42748229992745784,0.42748229992745784,0.42748229992745784,0.42748229992745784,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F0,predicted_hard_conflict_count,count,13,2,2,0,2,2,2,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F0,controller_near_limit_fraction,continuous,13,0.0022596153846153847,0.00041666666666666669,0.006306369727925816,0,0.00083333333333333339,0,0.023125,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F0,any_realized_hard_risk,binary,13,,,,,,,,13,13,1,0.77190462764580159,0.99999999999999989,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F0,mission_success,binary,13,,,,,,,,13,13,1,0.77190462764580159,0.99999999999999989,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F0,failsafe_seen,binary,13,,,,,,,,0,13,0,0,0.2280953723541983,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F1,j_hard_pair_s,continuous,13,2.3748318415421705,2.3953170776367188,0.057231367579502625,2.3491785526275635,2.4199163913726807,2.2516734600067139,2.4405233860015869,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F1,realized_min_separation_m,continuous,13,0.65268783262715679,0.65163110006559566,0.10785571985517081,0.56952343776684689,0.74184742495124267,0.49003236656693561,0.79822048219987951,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F1,hard_risk_event_count,count,13,3,3,0,3,3,3,3,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F1,predicted_min_separation_m,continuous,13,0.42748229992745773,0.42748229992745784,1.1555567610933196e-16,0.42748229992745784,0.42748229992745784,0.42748229992745784,0.42748229992745784,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F1,predicted_hard_conflict_count,count,13,2,2,0,2,2,2,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F1,controller_near_limit_fraction,continuous,13,0.00014423076923076922,0,0.00052003143396115218,0,0,0,0.0018749999999999999,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F1,any_realized_hard_risk,binary,13,,,,,,,,13,13,1,0.77190462764580159,0.99999999999999989,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F1,mission_success,binary,13,,,,,,,,13,13,1,0.77190462764580159,0.99999999999999989,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P0_F1,failsafe_seen,binary,13,,,,,,,,0,13,0,0,0.2280953723541983,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F0,j_hard_pair_s,continuous,13,1.0662308289454534,1.0738108158111572,0.10694356872914543,0.97818565368652344,1.1326749324798584,0.90862941741943359,1.2157337665557861,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F0,realized_min_separation_m,continuous,13,1.401173518510658,1.3982970125254268,0.012656053565914408,1.3959725265105645,1.4070929830812027,1.3810614033604129,1.4263171105650931,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F0,hard_risk_event_count,count,13,1.0769230769230769,1,0.27735009811261457,1,1,1,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F0,predicted_min_separation_m,continuous,13,2,2,0,2,2,2,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F0,predicted_hard_conflict_count,count,13,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F0,controller_near_limit_fraction,continuous,13,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F0,any_realized_hard_risk,binary,13,,,,,,,,13,13,1,0.77190462764580159,0.99999999999999989,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F0,mission_success,binary,13,,,,,,,,13,13,1,0.77190462764580159,0.99999999999999989,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F0,failsafe_seen,binary,13,,,,,,,,0,13,0,0,0.2280953723541983,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F1,j_hard_pair_s,continuous,13,0.63519899661724388,0.64040231704711914,0.032961669984791414,0.62273907661437988,0.65419936180114746,0.55486297607421875,0.68129324913024902,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F1,realized_min_separation_m,continuous,13,1.4040752324694439,1.4047254216966796,0.012842968926288691,1.3944445319625516,1.4071801852221733,1.38564732247656,1.4289794379668714,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F1,hard_risk_event_count,count,13,1,1,0,1,1,1,1,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F1,predicted_min_separation_m,continuous,13,2,2,0,2,2,2,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F1,predicted_hard_conflict_count,count,13,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F1,controller_near_limit_fraction,continuous,13,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F1,any_realized_hard_risk,binary,13,,,,,,,,13,13,1,0.77190462764580159,0.99999999999999989,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F1,mission_success,binary,13,,,,,,,,13,13,1,0.77190462764580159,0.99999999999999989,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_scenario_condition,C,E3-C-02,P1_F1,failsafe_seen,binary,13,,,,,,,,0,13,0,0,0.2280953723541983,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F0,j_hard_pair_s,continuous,23,1.7381165027618408,1.1453948020935059,1.5157344013175662,1.1014423370361328,1.9988157749176025,0.98545622825622559,8.3079719543457031,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F0,realized_min_separation_m,continuous,23,0.22819521473577351,0.1243325342357217,0.23634362774125162,0.083385642153069539,0.21938718675802954,0.015696554262081101,0.68450579955360025,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F0,hard_risk_event_count,count,23,2.2173913043478262,2,1.0425720702853738,2,2,2,7,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F0,predicted_min_separation_m,continuous,23,0.26020661734714817,0.42748229992745784,0.21331831839244011,0,0.42748229992745784,0,0.42748229992745784,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F0,predicted_hard_conflict_count,count,23,2,2,0,2,2,2,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F0,controller_near_limit_fraction,continuous,23,0.031810390892077711,0.0087500000000000008,0.05262224904136989,0.00125,0.040656451780632839,0,0.19608695652173913,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F0,any_realized_hard_risk,binary,23,,,,,,,,23,23,1,0.85688338154957311,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F0,mission_success,binary,23,,,,,,,,23,23,1,0.85688338154957311,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F0,failsafe_seen,binary,23,,,,,,,,0,23,0,0,0.14311661845042678,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F1,j_hard_pair_s,continuous,23,1.6238313550534456,1.1706254482269287,0.77685691149593217,1.0858293771743774,2.1753995418548584,0.99854731559753418,3.682267427444458,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F1,realized_min_separation_m,continuous,23,0.25026198208553491,0.13076555821248778,0.22703398031446356,0.10122675026652048,0.31697259007225942,0.048441051293718777,0.67847098485351709,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F1,hard_risk_event_count,count,23,2,2,0,2,2,2,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F1,predicted_min_separation_m,continuous,23,0.26020661734714817,0.42748229992745784,0.21331831839244011,0,0.42748229992745784,0,0.42748229992745784,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F1,predicted_hard_conflict_count,count,23,2,2,0,2,2,2,2,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F1,controller_near_limit_fraction,continuous,23,0.03021384688090737,0.025217391304347827,0.027284819752021527,0.0115625,0.037201086956521745,0,0.12108695652173913,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F1,any_realized_hard_risk,binary,23,,,,,,,,23,23,1,0.85688338154957311,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F1,mission_success,binary,23,,,,,,,,23,23,1,0.85688338154957311,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P0_F1,failsafe_seen,binary,23,,,,,,,,0,23,0,0,0.14311661845042678,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F0,j_hard_pair_s,continuous,23,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F0,realized_min_separation_m,continuous,23,2.0683814056118952,1.9588605548316538,0.14966141384070628,1.9525148530196721,2.2457530711929565,1.9305132908808049,2.2674839631186119,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F0,hard_risk_event_count,count,23,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F0,predicted_min_separation_m,continuous,23,2.0971947583008346,2,0.123947617953013,2,2.2483866045465772,2,2.2483866045465772,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F0,predicted_hard_conflict_count,count,23,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F0,controller_near_limit_fraction,continuous,23,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F0,any_realized_hard_risk,binary,23,,,,,,,,0,23,0,0,0.14311661845042678,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F0,mission_success,binary,23,,,,,,,,23,23,1,0.85688338154957311,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F0,failsafe_seen,binary,23,,,,,,,,0,23,0,0,0.14311661845042678,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F1,j_hard_pair_s,continuous,23,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F1,realized_min_separation_m,continuous,23,2.0677744488892777,1.9585329764318977,0.14814562773462719,1.9513267024016749,2.2444693782258529,1.9365990528525929,2.2700026667834234,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F1,hard_risk_event_count,count,23,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F1,predicted_min_separation_m,continuous,23,2.0971947583008341,2,0.12394761795301304,2,2.2483866045465772,2,2.2483866045465772,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F1,predicted_hard_conflict_count,count,23,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F1,controller_near_limit_fraction,continuous,23,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F1,any_realized_hard_risk,binary,23,,,,,,,,0,23,0,0,0.14311661845042678,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F1,mission_success,binary,23,,,,,,,,23,23,1,0.85688338154957311,1,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,A,ALL,P1_F1,failsafe_seen,binary,23,,,,,,,,0,23,0,0,0.14311661845042678,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F0,j_hard_pair_s,continuous,26,1.6608625375307524,1.2857778072357178,0.81741020936522524,0.9796750545501709,2.4842725992202759,0.025281667709350586,2.711939811706543,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F0,realized_min_separation_m,continuous,26,1.4003269265818805,1.3984947998162087,0.027683261647507017,1.3891023757574072,1.4048034971585546,1.3356696744399985,1.4965379848779337,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F0,hard_risk_event_count,count,26,2.3461538461538463,2,1.5477030126560507,1,3,1,6,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F0,predicted_min_separation_m,continuous,26,2.1846153846153844,1.9999999999999998,0.20335645097671767,1.9999999999999998,2.3999999999999999,1.9999999999999998,2.3999999999999999,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F0,predicted_hard_conflict_count,count,26,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F0,controller_near_limit_fraction,continuous,26,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F0,any_realized_hard_risk,binary,26,,,,,,,,26,26,1,0.87127107814078486,1.0000000000000002,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F0,mission_success,binary,26,,,,,,,,26,26,1,0.87127107814078486,1.0000000000000002,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F0,failsafe_seen,binary,26,,,,,,,,0,26,0,0,0.12872892185921525,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F1,j_hard_pair_s,continuous,26,0.3047570540354802,0.1581723690032959,0.31534181567063141,0,0.63026660680770874,0,0.67184257507324219,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F1,realized_min_separation_m,continuous,26,1.467518076715437,1.494450132277775,0.057353445693940748,1.4089072217884258,1.5123592214669181,1.3932013916808972,1.5547252860742,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F1,hard_risk_event_count,count,26,0.76923076923076927,1,1.0318020084373671,0,1,0,5,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F1,predicted_min_separation_m,continuous,26,2.1846153846153844,1.9999999999999998,0.20335645097671767,1.9999999999999998,2.3999999999999999,1.9999999999999998,2.3999999999999999,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F1,predicted_hard_conflict_count,count,26,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F1,controller_near_limit_fraction,continuous,26,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F1,any_realized_hard_risk,binary,26,,,,,,,,15,26,0.57692307692307687,0.38948613746591709,0.74455556686343427,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F1,mission_success,binary,26,,,,,,,,26,26,1,0.87127107814078486,1.0000000000000002,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P0_F1,failsafe_seen,binary,26,,,,,,,,0,26,0,0,0.12872892185921525,Wilson two-sided 95% CI
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F0,j_hard_pair_s,continuous,26,1.4878220007969782,1.0571573972702026,0.91009283324970536,0.90613514184951782,2.4154694080352783,0,2.6636765003204346,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F0,realized_min_separation_m,continuous,26,1.4282299166779553,1.399932473493914,0.1147861518351052,1.3928059759766214,1.4089424943723876,1.3738282601150877,1.9648501508071821,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F0,hard_risk_event_count,count,26,1.3846153846153846,1,0.94135744866328341,1,2,0,3,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F0,predicted_min_separation_m,continuous,26,2.1846153846153844,1.9999999999999998,0.20335645097671767,1.9999999999999998,2.3999999999999999,1.9999999999999998,2.3999999999999999,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F0,predicted_hard_conflict_count,count,26,0,0,0,0,0,0,0,,,,,,
PRIMARY_COMPLETE_BLOCKS,family_condition,B,ALL,P1_F0,controller_near_limit_fraction,continuous,26,0,0,0,0,0,0,0,,,,,,
