stratum_type,stratum_value,endpoint,kind,unit,registered_n,available_n,numerator,denominator,proportion,wilson_95_low,wilson_95_high,mean,median,sample_sd,iqr,min,max
B_cell,N12 SIMPLE,failsafe,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N12 SIMPLE,hard_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N12 SIMPLE,actual_d_min,continuous,m,5,5,,,,,,1.8349264426221616,1.840476687185901,0.012341997618364494,0.013865964138477738,1.8167769390582862,1.8472929440565786
B_cell,N12 SIMPLE,tracking_rmse,continuous,m,5,5,,,,,,0.02821783728671782,0.028112243057029394,0.0006690528034427918,0.0005731270772852855,0.02753075532477359,0.029270991217427766
B_cell,N12 SIMPLE,final_error,continuous,m,5,5,,,,,,0.03180877851129837,0.030673113591471048,0.004388775601439157,0.004976223921841664,0.02725212509732297,0.038311312842796735
B_cell,N12 SIMPLE,completion_time,continuous,s,5,5,,,,,,15.03748254776001,15.037598848342896,0.0011122661303036266,0.00026154518127441406,15.03568172454834,15.038733005523682
B_cell,N12 SIMPLE,T_LLM,continuous,s,5,5,,,,,,12.371701155,13.019190928,3.3877430685724037,4.781471161999999,8.089872474,16.330251735
B_cell,N12 SIMPLE,T_mission_execution,continuous,s,5,5,,,,,,15.6780667896,15.64306426,0.07496912919675061,0.021313172000001046,15.636867686,15.811159022
B_cell,N12 UNDER_SPECIFIED,scientific_completeness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N12 UNDER_SPECIFIED,infrastructure_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N12 UNDER_SPECIFIED,candidate_correctness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N12 UNDER_SPECIFIED,resolver_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N12 UNDER_SPECIFIED,mission_completion,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N12 UNDER_SPECIFIED,mission_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N12 UNDER_SPECIFIED,failsafe,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N12 UNDER_SPECIFIED,hard_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N12 UNDER_SPECIFIED,actual_d_min,continuous,m,5,5,,,,,,1.7638924043820623,1.7570033142954322,0.04023156720800211,0.03969362176529745,1.7172935629922965,1.8226603655331166
B_cell,N12 UNDER_SPECIFIED,tracking_rmse,continuous,m,5,5,,,,,,0.1413865624579742,0.14092009442527154,0.005573352867069243,0.0022764462641575445,0.1332550757185915,0.14877491159806722
B_cell,N12 UNDER_SPECIFIED,final_error,continuous,m,5,5,,,,,,0.14423034253723688,0.14724338829645747,0.010173141159783562,0.014353980341589218,0.13079626770310032,0.15524062886205803
B_cell,N12 UNDER_SPECIFIED,completion_time,continuous,s,5,5,,,,,,7.504779863357544,7.505854845046997,0.00835595786004237,0.006027936935424805,7.491356611251831,7.513289451599121
B_cell,N12 UNDER_SPECIFIED,T_LLM,continuous,s,5,5,,,,,,13.3804317916,10.604088713,5.086817649770507,4.267452488,9.923236594,21.876204193
B_cell,N12 UNDER_SPECIFIED,T_mission_execution,continuous,s,5,5,,,,,,8.4914060838,8.460654207,0.19369044233641772,0.3679243360000015,8.301849808,8.704660996
B_cell,N12 COMPOSITIONAL,scientific_completeness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N12 COMPOSITIONAL,infrastructure_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N12 COMPOSITIONAL,candidate_correctness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N12 COMPOSITIONAL,resolver_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N12 COMPOSITIONAL,mission_completion,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N12 COMPOSITIONAL,mission_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N12 COMPOSITIONAL,failsafe,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N12 COMPOSITIONAL,hard_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N12 COMPOSITIONAL,actual_d_min,continuous,m,5,5,,,,,,1.8650512769559828,1.8635365290908856,0.006539466328632195,0.009820555215058535,1.8569572544676016,1.872275229301016
B_cell,N12 COMPOSITIONAL,tracking_rmse,continuous,m,5,5,,,,,,0.054063952984648556,0.053982103429227594,0.0004941343646886712,0.0006943610224025842,0.053487292786990145,0.05469319200567769
B_cell,N12 COMPOSITIONAL,final_error,continuous,m,5,5,,,,,,0.07121326664190496,0.07256927996846438,0.0075067200432493335,0.004476892298548474,0.05915728849781286,0.07925456401643395
B_cell,N12 COMPOSITIONAL,completion_time,continuous,s,5,5,,,,,,15.034610748291016,15.036651611328125,0.0062152297753566175,0.0014870166778564453,15.02392292022705,15.0400869846344
B_cell,N12 COMPOSITIONAL,T_LLM,continuous,s,5,5,,,,,,25.884554754200003,27.348287964,5.720893184117511,6.183258101,16.827796964,30.783790262
B_cell,N12 COMPOSITIONAL,T_mission_execution,continuous,s,5,5,,,,,,15.1903828726,15.160399044,0.051204073419492104,0.09439930699999977,15.149452128,15.248480372
B_cell,N16 SIMPLE,scientific_completeness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N16 SIMPLE,infrastructure_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N16 SIMPLE,candidate_correctness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N16 SIMPLE,resolver_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N16 SIMPLE,mission_completion,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N16 SIMPLE,mission_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N16 SIMPLE,failsafe,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N16 SIMPLE,hard_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N16 SIMPLE,actual_d_min,continuous,m,5,5,,,,,,1.822892219127731,1.8013469980132522,0.05479203921800778,0.0107091226897007,1.792339534347864,1.9204618198158565
B_cell,N16 SIMPLE,tracking_rmse,continuous,m,5,5,,,,,,0.04196901370867338,0.042043483416974524,0.0005521796081292214,0.0004594905133393848,0.041338897357498294,0.04279116816592342
B_cell,N16 SIMPLE,final_error,continuous,m,5,5,,,,,,0.045779769234726715,0.04354263863156036,0.007922217662156934,0.006376629368803892,0.035806620452240846,0.05699362446711641
B_cell,N16 SIMPLE,completion_time,continuous,s,5,5,,,,,,15.037555170059203,15.040251731872559,0.006135968340021353,0.0009140968322753906,15.026599884033203,15.040632009506226
B_cell,N16 SIMPLE,T_LLM,continuous,s,5,5,,,,,,12.5537505706,12.592839934,1.5240335567720629,1.9028358769999993,10.624485582,14.491684812
B_cell,N16 SIMPLE,T_mission_execution,continuous,s,5,5,,,,,,18.058761386,17.937555642,0.32038778266233353,0.10661392099999745,17.805314261,18.615073944
B_cell,N16 UNDER_SPECIFIED,scientific_completeness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N16 UNDER_SPECIFIED,infrastructure_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N16 UNDER_SPECIFIED,candidate_correctness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N16 UNDER_SPECIFIED,resolver_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N16 UNDER_SPECIFIED,mission_completion,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N16 UNDER_SPECIFIED,mission_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N16 UNDER_SPECIFIED,failsafe,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N16 UNDER_SPECIFIED,hard_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N16 UNDER_SPECIFIED,actual_d_min,continuous,m,5,5,,,,,,1.714004676865081,1.6969802659628372,0.037845553124488875,0.023771342272989715,1.685346493168869,1.7784924019242552
B_cell,N16 UNDER_SPECIFIED,tracking_rmse,continuous,m,5,5,,,,,,0.11840854780716463,0.11979722728724565,0.002963527080802663,0.0007047670270013406,0.1131393915507245,0.12003850970760062
B_cell,N16 UNDER_SPECIFIED,final_error,continuous,m,5,5,,,,,,0.15523210943770493,0.15273037641553155,0.004463533536067264,0.003994254821300697,0.15189414385494418,0.1625295290568624
B_cell,N16 UNDER_SPECIFIED,completion_time,continuous,s,5,5,,,,,,10.23462233543396,10.235818862915039,0.006039043439159307,0.010096073150634766,10.22754192352295,10.241188764572144
B_cell,N16 UNDER_SPECIFIED,T_LLM,continuous,s,5,5,,,,,,17.8070235178,17.234744537,4.557056929723938,3.514716458999999,13.881391067,25.328986012
B_cell,N16 UNDER_SPECIFIED,T_mission_execution,continuous,s,5,5,,,,,,13.2410747762,13.057075025,0.4042685911053717,0.044767855999999995,13.031415064,13.962922098
B_cell,N16 COMPOSITIONAL,scientific_completeness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N16 COMPOSITIONAL,infrastructure_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N16 COMPOSITIONAL,candidate_correctness,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N16 COMPOSITIONAL,resolver_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N16 COMPOSITIONAL,mission_completion,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N16 COMPOSITIONAL,mission_success,binary,proportion,5,5,5,5,1.0,0.5655175352168251,1.0,,,,,,
B_cell,N16 COMPOSITIONAL,failsafe,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N16 COMPOSITIONAL,hard_failure,binary,proportion,5,5,0,5,0.0,0.0,0.43448246478317476,,,,,,
B_cell,N16 COMPOSITIONAL,actual_d_min,continuous,m,5,5,,,,,,2.0819870863617864,2.08486324811914,0.01113794581252087,0.014566542309069064,2.0665911298127457,2.0940160101958933
B_cell,N16 COMPOSITIONAL,tracking_rmse,continuous,m,5,5,,,,,,0.08227593735815138,0.08219936032250016,0.0008715909218885795,0.0006890165460545356,0.08112569051027296,0.08348931644374945
B_cell,N16 COMPOSITIONAL,final_error,continuous,m,5,5,,,,,,0.10716976435725896,0.10866647987286307,0.004443155195871716,0.004621179587791721,0.10042020099621946,0.11166475310979358
B_cell,N16 COMPOSITIONAL,completion_time,continuous,s,5,5,,,,,,15.037638664245605,15.039860725402832,0.0033267576439427265,0.0052947998046875,15.033413887023926,15.040327548980713
B_cell,N16 COMPOSITIONAL,T_LLM,continuous,s,5,5,,,,,,34.6606222138,21.943700619,28.12018262662276,6.835380124,18.913817836,84.644409658
B_cell,N16 COMPOSITIONAL,T_mission_execution,continuous,s,5,5,,,,,,16.455241995599998,16.450934507,0.05258121831606177,0.05605027000000007,16.38812871,16.525705575
