run_id,command_id,command_type,complexity,method,valid_json,schema_valid,compiled_success,prompt_tokens,completion_tokens,latency_ms,retry_count,error_type,matched_task_coverage,uav_set_accuracy,formation_accuracy,center_error,radius_error,duration_error,motion_style_accuracy,safety_factor_error,trigger_accuracy,field_accuracy,exact_task_accuracy,rejection_accuracy,normalized_response
minimax_m27_lfs_fix_v3,sequential_08,sequential,3,lfs_schema,True,True,True,873,1238,27695,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[2,3,4,5,6,7],""F"":""Line"",""c"":[7.0,0.0,4.0],""r"":2.5,""T"":8.0,""m"":""normal"",""s"":1.0,""q"":""continuous""},{""U"":[2,3,4,5,6,7],""F"":""Circle"",""c"":[0.0,7.0,4.0],""r"":3.0,""T"":10.0,""m"":""aggressive"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_lfs_fix_v3,sequential_10,sequential,3,lfs_schema,True,True,True,872,1471,35844,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5],""F"":""Line"",""c"":[5.0,0.0,3.0],""r"":2.0,""T"":6.0,""m"":""smooth"",""s"":1.0,""q"":""continuous""},{""U"":[1,2,3,4,5],""F"":""Circle"",""c"":[0.0,5.0,3.0],""r"":3.0,""T"":8.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_lfs_fix_v3,sequential_15,sequential,4,lfs_schema,True,True,True,872,799,17355,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6,7,8],""F"":""Line"",""c"":[6.0,0.0,5.0],""r"":3.0,""T"":7.0,""m"":""normal"",""s"":1.0,""q"":""continuous""},{""U"":[1,2,3,4,5,6,7,8],""F"":""Circle"",""c"":[0.0,6.0,5.0],""r"":2.5,""T"":9.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_lfs_fix_v3,sequential_12,sequential,4,lfs_schema,True,True,True,872,857,18027,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6,7,8],""F"":""Line"",""c"":[7.0,0.0,5.0],""r"":3.0,""T"":8.0,""m"":""normal"",""s"":1.0,""q"":""continuous""},{""U"":[1,2,3,4,5,6,7,8],""F"":""Circle"",""c"":[0.0,7.0,5.0],""r"":3.0,""T"":10.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_lfs_fix_v3,sequential_13,sequential,3,lfs_schema,True,True,True,872,953,18505,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5],""F"":""Line"",""c"":[4.0,0.0,3.0],""r"":2.0,""T"":5.0,""m"":""smooth"",""s"":1.0,""q"":""continuous""},{""U"":[1,2,3,4,5],""F"":""Circle"",""c"":[0.0,4.0,3.0],""r"":2.5,""T"":7.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_lfs_fix_v3,sequential_14,sequential,3,lfs_schema,True,True,True,873,1006,20956,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[2,3,4,5,6,7],""F"":""Line"",""c"":[5.0,0.0,4.0],""r"":2.5,""T"":6.0,""m"":""normal"",""s"":1.0,""q"":""continuous""},{""U"":[2,3,4,5,6,7],""F"":""Circle"",""c"":[0.0,5.0,4.0],""r"":3.0,""T"":8.0,""m"":""aggressive"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_lfs_fix_v3,sequential_16,sequential,3,lfs_schema,True,True,True,872,804,18756,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5],""F"":""Line"",""c"":[7.0,0.0,3.0],""r"":2.0,""T"":8.0,""m"":""smooth"",""s"":1.0,""q"":""continuous""},{""U"":[1,2,3,4,5],""F"":""Circle"",""c"":[0.0,7.0,3.0],""r"":3.0,""T"":10.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_lfs_fix_v3,sequential_17,sequential,3,lfs_schema,True,True,True,873,883,20920,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[2,3,4,5,6,7],""F"":""Line"",""c"":[4.0,0.0,4.0],""r"":2.5,""T"":5.0,""m"":""normal"",""s"":1.0,""q"":""continuous""},{""U"":[2,3,4,5,6,7],""F"":""Circle"",""c"":[0.0,4.0,4.0],""r"":2.5,""T"":7.0,""m"":""aggressive"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_lfs_fix_v3,style_18,style-conditioned,3,lfs_schema,True,True,True,850,882,21879,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Polygon"",""c"":[0.0,3.0,5.0],""r"":2.5,""T"":11.0,""m"":""aggressive"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_lfs_fix_v3,sequential_18,sequential,4,lfs_schema,True,True,True,872,1189,27631,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6,7,8],""F"":""Line"",""c"":[5.0,0.0,5.0],""r"":3.0,""T"":6.0,""m"":""normal"",""s"":1.0,""q"":""continuous""},{""U"":[1,2,3,4,5,6,7,8],""F"":""Circle"",""c"":[0.0,5.0,5.0],""r"":3.0,""T"":8.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
