run_id,command_id,command_type,complexity,method,valid_json,schema_valid,compiled_success,prompt_tokens,completion_tokens,latency_ms,retry_count,error_type,matched_task_coverage,uav_set_accuracy,formation_accuracy,center_error,radius_error,duration_error,motion_style_accuracy,safety_factor_error,trigger_accuracy,field_accuracy,exact_task_accuracy,rejection_accuracy,normalized_response
minimax_m27_100x4,simple_04,simple,2,few_shot_json,True,True,True,581,687,8673,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3],""F"":""Triangle"",""c"":[-2.0,3.0,4.0],""r"":2.0,""T"":6.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_03,simple,1,dense_waypoints,True,True,True,280,1473,20216,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Sphere"",""c"":[1.0,1.0,5.0],""r"":2.5,""T"":10.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_04,simple,2,lfs_schema,True,True,True,286,503,8418,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3],""F"":""Triangle"",""c"":[-2.0,3.0,4.0],""r"":2.0,""T"":6.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_03,simple,1,plain_json,True,False,False,675,2355,35959,2,normalization_error,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,null
minimax_m27_100x4,simple_05,simple,1,few_shot_json,True,True,True,582,724,9665,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Polygon"",""c"":[4.0,-2.0,5.0],""r"":3.0,""T"":9.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_04,simple,2,plain_json,True,False,False,669,2142,30270,2,normalization_error,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,null
minimax_m27_100x4,simple_04,simple,2,dense_waypoints,True,True,True,278,1421,18186,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3],""F"":""Triangle"",""c"":[-2.0,3.0,4.0],""r"":2.0,""T"":6.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_05,simple,1,lfs_schema,True,True,True,287,628,8933,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Polygon"",""c"":[4.0,-2.0,5.0],""r"":3.0,""T"":9.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_06,simple,2,few_shot_json,True,True,True,585,709,9237,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[2,3,4,5,6],""F"":""Line"",""c"":[0.0,5.0,3.0],""r"":1.5,""T"":7.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_06,simple,2,plain_json,True,True,True,227,828,15601,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[2,3,4,5,6],""F"":""Line"",""c"":[0.0,5.0,3.0],""r"":1.5,""T"":7.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_05,simple,1,dense_waypoints,True,True,True,279,1923,23870,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Polygon"",""c"":[4.0,-2.0,5.0],""r"":3.0,""T"":9.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_05,simple,1,plain_json,True,False,False,672,2527,36469,2,normalization_error,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,null
minimax_m27_100x4,simple_06,simple,2,lfs_schema,True,True,True,290,688,11284,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[2,3,4,5,6],""F"":""Line"",""c"":[0.0,5.0,3.0],""r"":1.5,""T"":7.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_07,simple,1,few_shot_json,True,True,True,580,768,8906,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5],""F"":""Circle"",""c"":[3.0,8.0,3.0],""r"":3.0,""T"":12.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_06,simple,2,dense_waypoints,True,True,True,282,1153,16162,0,semantic_mismatch,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.875,0.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[2,3,4,5,6],""F"":""Lineup"",""c"":[0.0,5.0,3.0],""r"":1.5,""T"":7.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_08,simple,2,plain_json,True,True,True,222,368,5345,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4],""F"":""Line"",""c"":[1.0,-1.0,4.0],""r"":2.0,""T"":8.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_07,simple,1,lfs_schema,True,True,True,285,807,11984,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5],""F"":""Circle"",""c"":[3.0,8.0,3.0],""r"":3.0,""T"":12.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_07,simple,1,plain_json,True,True,True,444,1307,20523,1,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5],""F"":""Circle"",""c"":[3.0,8.0,3.0],""r"":3.0,""T"":12.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_08,simple,2,lfs_schema,True,True,True,285,373,5386,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4],""F"":""Line"",""c"":[1.0,-1.0,4.0],""r"":2.0,""T"":8.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_08,simple,2,few_shot_json,True,True,True,580,653,9511,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4],""F"":""Line"",""c"":[1.0,-1.0,4.0],""r"":2.0,""T"":8.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_09,simple,1,plain_json,True,True,True,225,441,5874,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Sphere"",""c"":[2.0,0.0,5.0],""r"":2.5,""T"":10.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_07,simple,1,dense_waypoints,True,True,True,277,1500,19935,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5],""F"":""Circle"",""c"":[3.0,8.0,3.0],""r"":3.0,""T"":12.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_09,simple,1,few_shot_json,True,True,True,583,660,8364,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Sphere"",""c"":[2.0,0.0,5.0],""r"":2.5,""T"":10.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_09,simple,1,lfs_schema,True,True,True,288,593,8526,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Sphere"",""c"":[2.0,0.0,5.0],""r"":2.5,""T"":10.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_08,simple,2,dense_waypoints,True,True,True,277,1294,19341,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4],""F"":""Line"",""c"":[1.0,-1.0,4.0],""r"":2.0,""T"":8.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_10,simple,2,few_shot_json,True,True,True,581,571,8008,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3],""F"":""Triangle"",""c"":[-1.0,2.0,4.0],""r"":2.0,""T"":6.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_09,simple,1,dense_waypoints,True,True,True,280,1524,18483,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Sphere"",""c"":[2.0,0.0,5.0],""r"":2.5,""T"":10.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_10,simple,2,lfs_schema,True,True,True,286,470,8314,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3],""F"":""Triangle"",""c"":[-1.0,2.0,4.0],""r"":2.0,""T"":6.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_11,simple,1,few_shot_json,True,True,True,582,926,14932,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Polygon"",""c"":[5.0,-3.0,5.0],""r"":3.0,""T"":9.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_10,simple,2,dense_waypoints,True,True,True,278,1655,22806,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3],""F"":""Triangle"",""c"":[-1.0,2.0,4.0],""r"":2.0,""T"":6.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_10,simple,2,plain_json,True,False,False,669,2537,35125,2,normalization_error,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,null
minimax_m27_100x4,simple_11,simple,1,lfs_schema,True,True,True,287,1057,17794,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Polygon"",""c"":[5.0,-3.0,5.0],""r"":3.0,""T"":9.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_11,simple,1,plain_json,True,False,False,672,2361,36041,2,normalization_error,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,null
minimax_m27_100x4,simple_12,simple,2,plain_json,True,True,True,227,965,15190,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[2,3,4,5,6],""F"":""Line"",""c"":[1.0,4.0,3.0],""r"":1.5,""T"":7.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_11,simple,1,dense_waypoints,True,True,True,279,1562,20395,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Polygon"",""c"":[5.0,-3.0,5.0],""r"":3.0,""T"":9.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_12,simple,2,few_shot_json,True,True,True,585,740,10144,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[2,3,4,5,6],""F"":""Line"",""c"":[1.0,4.0,3.0],""r"":1.5,""T"":7.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_13,simple,1,few_shot_json,True,True,True,580,570,7051,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5],""F"":""Circle"",""c"":[4.0,7.0,3.0],""r"":3.0,""T"":12.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_13,simple,1,plain_json,True,True,True,222,789,12999,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5],""F"":""Circle"",""c"":[4.0,7.0,3.0],""r"":3.0,""T"":12.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_13,simple,1,lfs_schema,True,True,True,285,520,7451,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5],""F"":""Circle"",""c"":[4.0,7.0,3.0],""r"":3.0,""T"":12.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_12,simple,2,lfs_schema,True,True,True,290,1250,19653,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[2,3,4,5,6],""F"":""Line"",""c"":[1.0,4.0,3.0],""r"":1.5,""T"":7.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_12,simple,2,dense_waypoints,True,True,True,282,2037,25251,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[2,3,4,5,6],""F"":""Line"",""c"":[1.0,4.0,3.0],""r"":1.5,""T"":7.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_14,simple,2,few_shot_json,True,True,True,580,780,11554,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4],""F"":""Line"",""c"":[2.0,-2.0,4.0],""r"":2.0,""T"":8.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_14,simple,2,plain_json,True,True,True,222,807,13609,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4],""F"":""Line"",""c"":[2.0,-2.0,4.0],""r"":2.0,""T"":8.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_14,simple,2,lfs_schema,True,True,True,285,631,9590,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4],""F"":""Line"",""c"":[2.0,-2.0,4.0],""r"":2.0,""T"":8.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_15,simple,1,few_shot_json,True,True,True,583,675,9848,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Sphere"",""c"":[3.0,-1.0,5.0],""r"":2.5,""T"":10.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_13,simple,1,dense_waypoints,True,True,True,277,2282,32098,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5],""F"":""Circle"",""c"":[4.0,7.0,3.0],""r"":3.0,""T"":12.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_14,simple,2,dense_waypoints,True,True,True,277,1380,20858,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4],""F"":""Line"",""c"":[2.0,-2.0,4.0],""r"":2.0,""T"":8.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_15,simple,1,lfs_schema,True,True,True,288,656,9723,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Sphere"",""c"":[3.0,-1.0,5.0],""r"":2.5,""T"":10.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_15,simple,1,plain_json,True,True,True,450,1408,22212,1,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Sphere"",""c"":[3.0,-1.0,5.0],""r"":2.5,""T"":10.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_16,simple,2,few_shot_json,True,True,True,581,743,9542,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3],""F"":""Triangle"",""c"":[0.0,1.0,4.0],""r"":2.0,""T"":6.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_15,simple,1,dense_waypoints,True,True,True,280,1684,18852,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Sphere"",""c"":[3.0,-1.0,5.0],""r"":2.5,""T"":10.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_16,simple,2,lfs_schema,True,True,True,286,585,9446,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3],""F"":""Triangle"",""c"":[0.0,1.0,4.0],""r"":2.0,""T"":6.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_17,simple,1,few_shot_json,True,True,True,582,862,12628,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Polygon"",""c"":[6.0,-4.0,5.0],""r"":3.0,""T"":9.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_17,simple,1,lfs_schema,True,True,True,287,494,8054,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Polygon"",""c"":[6.0,-4.0,5.0],""r"":3.0,""T"":9.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_16,simple,2,plain_json,True,False,False,669,2122,33374,2,normalization_error,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,null
minimax_m27_100x4,simple_16,simple,2,dense_waypoints,True,True,True,278,1734,27011,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3],""F"":""Triangle"",""c"":[0.0,1.0,4.0],""r"":2.0,""T"":6.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_18,simple,2,few_shot_json,True,True,True,585,1012,12620,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[2,3,4,5,6],""F"":""Line"",""c"":[2.0,3.0,3.0],""r"":1.5,""T"":7.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_17,simple,1,plain_json,True,False,False,672,2425,37428,2,normalization_error,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,null
minimax_m27_100x4,simple_17,simple,1,dense_waypoints,True,True,True,279,1906,26693,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[1,2,3,4,5,6],""F"":""Polygon"",""c"":[6.0,-4.0,5.0],""r"":3.0,""T"":9.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_18,simple,2,lfs_schema,True,True,True,290,742,11227,0,semantic_mismatch,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.875,0.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[2,3,4,5,6],""F"":""Lineup"",""c"":[2.0,3.0,3.0],""r"":1.5,""T"":7.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_18,simple,2,dense_waypoints,True,True,True,282,1559,22008,0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,"{""lfs_version"":""1.0"",""tasks"":[{""U"":[2,3,4,5,6],""F"":""Line"",""c"":[2.0,3.0,3.0],""r"":1.5,""T"":7.0,""m"":""normal"",""s"":1.0,""q"":""direct""}]}"
minimax_m27_100x4,simple_18,simple,2,plain_json,True,False,False,681,2719,43191,2,normalization_error,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,null
